n,radius,center,randomCenter,centerShift,endpoints,EPZs,EPZsFreq,distance,preprocessingTime,normalProcessingTime
5,1400,"[45.42677292230846, 11.916763841389015]","[45.430608933505, 11.906961287190649]",877.6258442032213,"[[45.43727, 11.93749], [45.44425, 11.9027], [45.42265, 11.93403], [45.43392, 11.94384], [45.44412, 11.90281], [45.44379, 11.90139], [45.42382, 11.94276], [45.44355, 11.90192], [45.42946, 11.92494], [45.44328, 11.90227], [45.42537, 11.92346], [45.43756, 11.93641], [45.42299, 11.93319], [45.44224, 11.8998], [45.44316, 11.90242], [45.4224, 11.93445], [45.42365, 11.92745], [45.44228, 11.89988], [45.42254, 11.93422], [45.4374, 11.93714], [45.42281, 11.93383], [45.44325, 11.90223], [45.42383, 11.94276], [45.4368, 11.9242], [45.42378, 11.94269], [45.44321, 11.9022], [45.42532, 11.92343], [45.43676, 11.92295], [45.44452, 11.90219], [45.44381, 11.90155], [45.42304, 11.93318], [45.43736, 11.93714], [45.44388, 11.90318], [45.44376, 11.90145], [45.42376, 11.94272], [45.44333, 11.9022], [45.43502, 11.94217], [45.44327, 11.90228], [45.44357, 11.90364], [45.44376, 11.90165], [45.42536, 11.92342], [45.44328, 11.90231], [45.44375, 11.90343], [45.44351, 11.90171], [45.42377, 11.92722], [45.44325, 11.90236]]","[[45.41972824497931, 11.931029787023233], [45.42762230783619, 11.937304190012322]]","[3, 3]","[2238.4035206413264, 2397.604798564096]",0.7200725078582764,75.37920022010803
6,1400,"[45.42677292230846, 11.916763841389015]","[45.433110695544386, 11.91370217728112]",744.0137608304007,"[[45.42395, 11.92682], [45.43756, 11.93641], [45.44404, 11.903], [45.44328, 11.90227], [45.44465, 11.90203], [45.44392, 11.90133], [45.42388, 11.927], [45.43732, 11.93116], [45.44388, 11.90318], [45.44376, 11.90145], [45.4224, 11.93451], [45.43486, 11.94247], [45.42406, 11.94339], [45.44379, 11.90138], [45.42348, 11.93245], [45.44361, 11.90165], [45.44392, 11.90307], [45.4434, 11.90212], [45.4237, 11.93209], [45.43459, 11.94289], [45.44375, 11.90343], [45.44351, 11.90171], [45.42254, 11.93422], [45.4374, 11.93714], [45.42369, 11.93216], [45.44383, 11.90147], [45.42254, 11.93411], [45.44343, 11.9021], [45.44469, 11.90196], [45.44181, 11.90006], [45.43727, 11.93749], [45.44425, 11.9027], [45.42302, 11.93334], [45.44351, 11.9019], [45.42375, 11.94272], [45.43734, 11.93721], [45.42263, 11.93409], [45.43729, 11.93732], [45.43502, 11.94217], [45.44327, 11.90228], [45.42376, 11.93205], [45.43489, 11.94234], [45.42382, 11.94276], [45.44355, 11.90192], [45.42265, 11.93403], [45.43392, 11.94384]]","[[45.42614312105451, 11.935880078837485], [45.43733838631775, 11.908072492579072], [45.43046409645474, 11.937949414045763]]","[4, 3, 3]","[1900.4628488205674, 644.0678427218455, 1920.068396020047]",0.6725716590881348,74.55699586868286
7,1400,"[45.42677292230846, 11.916763841389015]","[45.428348137609305, 11.92232654434157]",469.21125201034,"[[45.42387, 11.94283], [45.43753, 11.93659], [45.44119, 11.90791], [45.42593, 11.90461], [45.44357, 11.90364], [45.44376, 11.90165], [45.4239, 11.94305], [45.43519, 11.94186], [45.42382, 11.94279], [45.43723, 11.93757], [45.42194, 11.93785], [45.4379, 11.93453], [45.44375, 11.90343], [45.44351, 11.90171], [45.42376, 11.94272], [45.44333, 11.9022], [45.42401, 11.94329], [45.43513, 11.94203], [45.42206, 11.93807], [45.4357, 11.90779], [45.42375, 11.94272], [45.43734, 11.93721], [45.42204, 11.93807], [45.43489, 11.94234], [45.42207, 11.93821], [45.43727, 11.93744], [45.42378, 11.94269], [45.44321, 11.9022], [45.44404, 11.903], [45.44328, 11.90227], [45.42195, 11.93783], [45.44224, 11.8998], [45.44117, 11.908], [45.42594, 11.90466], [45.4286, 11.90443], [45.42505, 11.90501]]","[[45.43078146698953, 11.933013773765461], [45.447840027654486, 11.911844598660668], [45.449292321107045, 11.913499490434669]]","[5, 4, 4]","[878.9725277293068, 2316.386780705743, 2428.0429069871934]",0.34519004821777344,65.7667989730835
8,1400,"[45.42677292230846, 11.916763841389015]","[45.43333012214171, 11.916380340481727]",729.3860436609948,"[[45.42349, 11.92788], [45.44325, 11.90236], [45.42382, 11.94279], [45.43723, 11.93757], [45.42378, 11.94269], [45.44321, 11.9022], [45.44452, 11.90219], [45.44381, 11.90155], [45.42207, 11.93821], [45.43727, 11.93744], [45.42302, 11.93334], [45.44351, 11.9019], [45.44339, 11.90389], [45.44277, 11.90302], [45.42206, 11.93807], [45.4378, 11.93323], [45.4237, 11.93209], [45.43459, 11.94289], [45.42308, 11.93325], [45.43728, 11.93746], [45.44444, 11.90229], [45.44345, 11.90203], [45.42369, 11.93216], [45.44383, 11.90147], [45.42348, 11.93245], [45.44361, 11.90165], [45.42379, 11.9427], [45.43787, 11.93342], [45.44357, 11.90364], [45.44376, 11.90165], [45.42387, 11.94283], [45.43753, 11.93659]]","[[45.43243326719479, 11.934062018716647], [45.42765493830515, 11.937362796946083], [45.42557001582032, 11.936940431371445]]","[5, 5, 4]","[1387.1924938539353, 1758.9435853276786, 1825.522522533216]",0.3052041530609131,42.20758509635925
9,1400,"[45.42677292230846, 11.916763841389015]","[45.41921832546909, 11.915474514119534]",845.6602788265926,"[[45.44465, 11.90203], [45.44392, 11.90133], [45.4237, 11.94264], [45.44367, 11.90174], [45.42194, 11.93785], [45.4379, 11.93453], [45.42254, 11.93411], [45.44343, 11.9021], [45.42302, 11.93334], [45.44351, 11.9019], [45.42206, 11.93807], [45.4378, 11.93323], [45.42331, 11.93286], [45.44383, 11.90147], [45.42352, 11.9323], [45.43732, 11.93116], [45.42303, 11.93336], [45.44022, 11.90664], [45.43727, 11.93749], [45.44425, 11.9027], [45.44392, 11.90307], [45.4434, 11.90212], [45.42516, 11.93125], [45.44328, 11.90231], [45.42378, 11.94269], [45.44321, 11.9022], [45.42204, 11.93807], [45.43489, 11.94234], [45.42354, 11.93238], [45.43181, 11.91445], [45.4239, 11.94305], [45.43519, 11.94186], [45.42387, 11.94283], [45.43753, 11.93659], [45.42265, 11.93403], [45.43392, 11.94384], [45.42382, 11.94279], [45.43723, 11.93757], [45.42369, 11.94259], [45.43405, 11.94369], [45.42406, 11.94339], [45.44379, 11.90138], [45.44412, 11.90281], [45.44379, 11.90139]]","[[45.41177634718497, 11.948399771527987], [45.41018323468367, 11.949663674875014], [45.423394864494256, 11.93635628038123]]","[6, 5, 4]","[2706.688633383552, 2858.3789999590017, 1698.9893571672942]",0.17125201225280762,118.57215905189514
0,1600,"[45.42677292230846, 11.916763841389015]","[45.42096429035632, 11.922241246977059]",774.9382915412422,"[[45.43727, 11.93749], [45.44425, 11.9027], [45.4238, 11.94281], [45.43489, 11.94234], [45.42365, 11.94244], [45.44224, 11.8998], [45.42374, 11.94258], [45.44351, 11.9019], [45.42375, 11.94272], [45.43734, 11.93721], [45.42383, 11.94276], [45.4368, 11.9242], [45.42381, 11.9429], [45.43486, 11.94247], [45.42382, 11.94285], [45.4374, 11.93714], [45.4239, 11.94305], [45.43519, 11.94186], [45.44117, 11.908], [45.42597, 11.90296], [45.42387, 11.94283], [45.43753, 11.93659], [45.43278, 11.93421], [45.44328, 11.90231], [45.42363, 11.94242], [45.43727, 11.93744], [45.42365, 11.94249], [45.43728, 11.93746], [45.42376, 11.94272], [45.44333, 11.9022], [45.43502, 11.94217], [45.44327, 11.90228], [45.42378, 11.94269], [45.44321, 11.9022], [45.44404, 11.903], [45.44328, 11.90227], [45.44339, 11.90389], [45.44277, 11.90302], [45.42387, 11.9429], [45.44361, 11.90165], [45.44127, 11.9077], [45.43465, 11.91567], [45.42391, 11.94301], [45.43756, 11.93641], [45.42373, 11.9426], [45.4378, 11.93323], [45.42374, 11.94251], [45.43473, 11.91529], [45.44444, 11.90229], [45.44345, 11.90203], [45.42377, 11.94263], [45.44343, 11.9021], [45.42379, 11.9427], [45.43787, 11.93342]]","[[45.44659029051675, 11.895255262994377]]",[3],[3545.5039232842537],0.2860748767852783,71.85949182510376
1,1600,"[45.42677292230846, 11.916763841389015]","[45.432617026283914, 11.91825288757944]",659.8845636854198,"[[45.42296, 11.93343], [45.43707, 11.93808], [45.42284, 11.93369], [45.44228, 11.89988], [45.42387, 11.9429], [45.44361, 11.90165], [45.42374, 11.94258], [45.44351, 11.9019], [45.44361, 11.9036], [45.44384, 11.90148], [45.4239, 11.94305], [45.43519, 11.94186], [45.44469, 11.90196], [45.44181, 11.90006], [45.44339, 11.90389], [45.44277, 11.90302], [45.43706, 11.93809], [45.44328, 11.90231], [45.44444, 11.90229], [45.44345, 11.90203], [45.42363, 11.94242], [45.43649, 11.93958], [45.44335, 11.90403], [45.4436, 11.9018], [45.44412, 11.90281], [45.44379, 11.90139], [45.42287, 11.93358], [45.43459, 11.94289], [45.42387, 11.94283], [45.43662, 11.93924], [45.4237, 11.94264], [45.44367, 11.90174], [45.42281, 11.93383], [45.44325, 11.90223]]","[[45.4276327273614, 11.937275798994124], [45.447163758251556, 11.89235696584004], [45.429232534381214, 11.941945445248743]]","[4, 3, 3]","[1588.3614046986797, 2592.104622357512, 1891.800349976089]",0.21997857093811035,45.42219853401184
2,1600,"[45.42677292230846, 11.916763841389015]","[45.4318039434526, 11.92505453619037]",856.4942304503882,"[[45.43164, 11.94745], [45.44327, 11.90228], [45.43243, 11.94619], [45.44425, 11.9027], [45.42342, 11.94186], [45.43234, 11.94629], [45.44412, 11.90281], [45.44379, 11.90139], [45.44465, 11.90203], [45.44392, 11.90133], [45.4237, 11.94264], [45.44367, 11.90174], [45.42401, 11.94329], [45.43241, 11.94625], [45.44388, 11.90318], [45.44376, 11.90145], [45.44469, 11.90196], [45.44181, 11.90006], [45.42365, 11.94244], [45.44224, 11.8998], [45.42339, 11.94173], [45.4323, 11.9464], [45.42374, 11.94251], [45.43237, 11.94624], [45.42344, 11.94178], [45.44383, 11.90147]]","[[45.42970411407127, 11.936743940376935], [45.43070659746184, 11.94526488045997], [45.42930538986809, 11.943559759455857]]","[4, 3, 3]","[944.0413971108857, 1586.2179511167135, 1474.493905001584]",0.13918280601501465,27.07235288619995
3,1600,"[45.42677292230846, 11.916763841389015]","[45.42388930618372, 11.906434065436377]",869.63014242675,"[[45.44375, 11.90343], [45.44351, 11.90171], [45.44469, 11.90196], [45.44181, 11.90006], [45.42382, 11.94285], [45.4374, 11.93714], [45.43164, 11.94745], [45.44327, 11.90228], [45.42401, 11.94329], [45.43241, 11.94625], [45.44339, 11.90389], [45.44277, 11.90302], [45.44357, 11.90364], [45.44376, 11.90165], [45.42376, 11.94272], [45.44333, 11.9022], [45.44361, 11.9036], [45.44384, 11.90148], [45.42378, 11.94269], [45.44321, 11.9022], [45.42382, 11.94279], [45.43723, 11.93757], [45.4239, 11.94305], [45.43519, 11.94186], [45.42373, 11.9426], [45.4378, 11.93323], [45.42296, 11.93343], [45.43707, 11.93808], [45.42365, 11.94244], [45.44224, 11.8998], [45.42303, 11.93336], [45.44022, 11.90664], [45.44316, 11.90242], [45.4224, 11.93445], [45.42363, 11.94242], [45.43649, 11.93958], [45.42382, 11.94276], [45.44355, 11.90192]]","[[45.42765594395646, 11.937311870495309]]",[3],[2452.5105487268756],0.04454517364501953,67.05906653404236
4,1600,"[45.42677292230846, 11.916763841389015]","[45.43632493689499, 11.915077022159752]",1069.7875982259288,"[[45.42363, 11.94242], [45.43649, 11.93958], [45.43164, 11.94745], [45.44503, 11.89867], [45.42376, 11.94272], [45.44501, 11.89876], [45.42378, 11.94269], [45.44508, 11.8982], [45.4238, 11.94281], [45.43489, 11.94234], [45.42377, 11.94263], [45.44548, 11.89709], [45.4239, 11.94305], [45.43519, 11.94186], [45.42365, 11.94249], [45.43728, 11.93746], [45.44586, 11.89944], [45.44507, 11.8986], [45.42339, 11.94173], [45.4323, 11.9464], [45.42303, 11.93336], [45.43779, 11.93544], [45.42349, 11.92788], [45.44542, 11.8976], [45.42284, 11.93369], [45.44478, 11.89841], [45.42304, 11.93318], [45.43736, 11.93714], [45.42374, 11.94258], [45.44577, 11.89647], [45.42383, 11.94276], [45.43772, 11.93576], [45.44593, 11.89927], [45.44507, 11.89867], [45.42342, 11.94186], [45.43234, 11.94629], [45.4239, 11.94302], [45.44506, 11.89829], [45.42265, 11.93403], [45.43392, 11.94384], [45.43706, 11.93809], [45.44513, 11.89844], [45.44583, 11.89957], [45.44499, 11.8979], [45.4237, 11.94264], [45.44575, 11.89658]]","[[45.426665642631896, 11.939612472223683], [45.42821133830463, 11.938280680910509], [45.42508051591861, 11.94087510619654]]","[5, 4, 4]","[2199.716825484121, 2027.3158421889357, 2374.3045800535815]",0.20083832740783691,92.99127292633057
5,1600,"[45.42677292230846, 11.916763841389015]","[45.419227576658294, 11.906833210243802]",1143.3714131849172,"[[45.42349, 11.92788], [45.44542, 11.8976], [45.42344, 11.94178], [45.44383, 11.90147], [45.42365, 11.94244], [45.44224, 11.8998], [45.42342, 11.94186], [45.43234, 11.94629], [45.42339, 11.94173], [45.4323, 11.9464], [45.42382, 11.94276], [45.44355, 11.90192], [45.42382, 11.94279], [45.43723, 11.93757], [45.42284, 11.93369], [45.44478, 11.89841], [45.42379, 11.9427], [45.43787, 11.93342], [45.44375, 11.90343], [45.44351, 11.90171], [45.43706, 11.93809], [45.44513, 11.89844], [45.44335, 11.90403], [45.4436, 11.9018], [45.44452, 11.90219], [45.44381, 11.90155], [45.44593, 11.89927], [45.44507, 11.89867], [45.42376, 11.94272], [45.44501, 11.89876], [45.42281, 11.93383], [45.44325, 11.90223], [45.42401, 11.94329], [45.43241, 11.94625], [45.42265, 11.93403], [45.43392, 11.94384], [45.42383, 11.94276], [45.43772, 11.93576], [45.42391, 11.94301], [45.43756, 11.93641], [45.43243, 11.94619], [45.44425, 11.9027]]","[[45.42516318127855, 11.941043536654087], [45.43976848358433, 11.903525844572336]]","[4, 3]","[2757.5624657070684, 2297.5445466275337]",0.04224419593811035,83.34600019454956
6,1600,"[45.42677292230846, 11.916763841389015]","[45.429250381925044, 11.910048022723945]",593.3231466817579,"[[45.42391, 11.94301], [45.43756, 11.93641], [45.42382, 11.94279], [45.43723, 11.93757], [45.42377, 11.94263], [45.44548, 11.89709], [45.43164, 11.94745], [45.44503, 11.89867], [45.44339, 11.90389], [45.44277, 11.90302], [45.44465, 11.90203], [45.44392, 11.90133], [45.42365, 11.94244], [45.44224, 11.8998], [45.42379, 11.9427], [45.43787, 11.93342], [45.4239, 11.94305], [45.43519, 11.94186], [45.42363, 11.94242], [45.43649, 11.93958], [45.4238, 11.94281], [45.43489, 11.94234], [45.44361, 11.9036], [45.44384, 11.90148], [45.44392, 11.90307], [45.4434, 11.90212], [45.44412, 11.90281], [45.44379, 11.90139], [45.42378, 11.94269], [45.44508, 11.8982], [45.42374, 11.94258], [45.44577, 11.89647], [45.42374, 11.94251], [45.43237, 11.94624], [45.42339, 11.94173], [45.4323, 11.9464], [45.44375, 11.90343], [45.44351, 11.90171], [45.44586, 11.89944], [45.44507, 11.8986], [45.4237, 11.94264], [45.44575, 11.89658], [45.42344, 11.94178], [45.44383, 11.90147], [45.44335, 11.90403], [45.4436, 11.9018], [45.44583, 11.89957], [45.44499, 11.8979]]","[[45.45216752951669, 11.913036574998538]]",[3],[2557.7311134789898],0.05467844009399414,93.828209400177
7,1600,"[45.42677292230846, 11.916763841389015]","[45.422092453169704, 11.926986604089313]",954.3009632160504,"[[45.44583, 11.89957], [45.44499, 11.8979], [45.43652, 11.92598], [45.44542, 11.8976], [45.42545, 11.9473], [45.43405, 11.94369], [45.42543, 11.94697], [45.44506, 11.89829], [45.42545, 11.94726], [45.43723, 11.93757], [45.42541, 11.94705], [45.43662, 11.93924], [45.42529, 11.94722], [45.43459, 11.94289], [45.44465, 11.90203], [45.44392, 11.90133], [45.42535, 11.94699], [45.43486, 11.94247], [45.42542, 11.947], [45.43787, 11.93342], [45.42544, 11.94699], [45.44361, 11.90165], [45.42539, 11.94696], [45.4374, 11.93714], [45.42547, 11.94687], [45.44478, 11.89841], [45.43164, 11.94745], [45.44503, 11.89867], [45.42538, 11.94694], [45.44577, 11.89647], [45.44375, 11.90343], [45.44351, 11.90171], [45.4254, 11.94712], [45.44379, 11.90138], [45.44335, 11.90403], [45.4436, 11.9018]]","[[45.428886406985136, 11.932708078532157]]",[3],[877.8631443605185],0.24651479721069336,53.69419622421265
8,1600,"[45.42677292230846, 11.916763841389015]","[45.42756546166259, 11.909063986045743]",608.9849513605823,"[[45.42375, 11.94272], [45.43734, 11.93721], [45.44583, 11.89957], [45.44499, 11.8979], [45.42342, 11.94186], [45.43234, 11.94629], [45.44339, 11.90389], [45.44277, 11.90302], [45.43243, 11.94619], [45.44425, 11.9027], [45.42539, 11.94696], [45.4374, 11.93714], [45.42401, 11.94329], [45.43241, 11.94625], [45.44452, 11.90219], [45.44381, 11.90155], [45.42265, 11.93403], [45.43392, 11.94384], [45.44375, 11.90343], [45.44351, 11.90171], [45.42545, 11.9473], [45.43405, 11.94369], [45.44335, 11.90403], [45.4436, 11.9018], [45.43706, 11.93809], [45.44513, 11.89844], [45.42383, 11.94276], [45.43772, 11.93576], [45.42373, 11.9426], [45.4378, 11.93323], [45.42542, 11.947], [45.43787, 11.93342], [45.42382, 11.94276], [45.44355, 11.90192], [45.42535, 11.94699], [45.43486, 11.94247]]","[[45.437119851932984, 11.949997633991023], [45.438476953800034, 11.951751915701776], [45.439823356879096, 11.953492485385983]]","[4, 4, 4]","[3374.5498587995617, 3553.682096218923, 3733.9213391903386]",0.045241594314575195,71.5436327457428
9,1600,"[45.42677292230846, 11.916763841389015]","[45.41639086402573, 11.922195228741128]",1229.6764101306242,"[[45.4237, 11.94264], [45.44575, 11.89658], [45.42299, 11.94062], [45.43779, 11.93544], [45.42302, 11.94078], [45.43392, 11.94384], [45.44586, 11.89944], [45.44507, 11.8986], [45.42377, 11.94263], [45.44548, 11.89709], [45.44335, 11.90403], [45.4436, 11.9018], [45.44316, 11.90242], [45.42293, 11.94066], [45.44361, 11.9036], [45.44384, 11.90148], [45.42365, 11.94244], [45.44224, 11.8998], [45.42541, 11.94705], [45.43662, 11.93924], [45.44452, 11.90219], [45.44381, 11.90155], [45.42401, 11.94329], [45.43241, 11.94625], [45.42376, 11.94272], [45.44501, 11.89876]]","[[45.426448817688744, 11.939226689338266], [45.420232724624015, 11.94404371005438], [45.44129212073716, 11.892250327060982]]","[4, 4, 3]","[1739.6689481625115, 1762.6021265331244, 3626.3836193501943]",0.0663301944732666,34.899983644485474
