name,location_name,latitude,longitude
Spotlight,Bay Adelaide Centre,43.650307,-79.380684
Spotlight,Boston College High School,42.316158,-71.045540
Spotlight,Boston Public Library,42.349258,-71.078270
Spotlight,Fenway Park,42.346622,-71.097305
Spotlight,Hamilton,43.247467,-79.892616
Spotlight,Jim’s House,43.247025,-79.876907
Spotlight,John W. McCormack Post Office and Courthouse,42.357121,-71.056900
Spotlight,McMaster University,43.260838,-79.919296
Spotlight,Pinewood Toronto Studios,43.649120,-79.343033
Spotlight,Prince’s Square,43.254719,-79.867882
Spotlight,Scarboro Golf and Country Club,43.752995,-79.211006
Spotlight,South End Buttery,42.342049,-71.070427
Spotlight,St. Basil's Catholic Parish at the University of St. Michael's College,43.666309,-79.389000
Spotlight,The Globe and Mail,43.642326,-79.396309
Spotlight,Titus Sparrow Park,42.343483,-71.079697
Spotlight,Toronto,43.676468,-79.403053
The Terminator,14239 Gilmore St (Sarah Connor's House),34.187904,-118.443504
The Terminator,14329 Victory Blvd.,34.186932,-118.445290
The Terminator,185 South Figueroa Street,34.056702,-118.253151
The Terminator,219 West 7th Street,34.045158,-118.252922
The Terminator,2848 Observatory Ave Los Angeles,34.114712,-118.284714
The Terminator,420 South Lafayette Park Place,34.064880,-118.281342
The Terminator,720 South Hill Street,34.045422,-118.254784
The Terminator,"795 Keller Street,",34.053848,-118.229454
The Terminator,Carrow's Restaurant,34.116070,-118.153389
The Terminator,City of Industry,34.019382,-117.958977
The Terminator,Cudahy,33.961910,-118.173820
The Terminator,Department Of Water And Power,34.058041,-118.249466
The Terminator,Griffith Observatory,34.118271,-118.300400
The Terminator,Lower Grand & West Gen Thad Kosciuszko Way,34.053905,-118.250511
The Terminator,Super Store 6,34.558052,-117.969116
The Terminator,Tiki Motel,33.973724,-118.230499
The Terminator,Van Nuys,34.184650,-118.446518
Logan,Canal St,29.973709,-90.099533
Logan,Disney Golden Oak Ranch,34.377548,-118.478233
Logan,Ferriday,31.628790,-91.555031
Logan,Los Angeles,34.052235,-118.243683
Logan,Metairie,30.003580,-90.155418
Logan,Oklahoma City,35.468491,-97.521263
Logan,Pauls Valley,34.740551,-97.221359
Logan,Rio Rancho,35.273529,-106.646500
Logan,Superdome,29.951056,-90.081177
Stand by Me,1152 Linn Way (Ace's House),44.400784,-122.990074
Stand by Me,25850 Tidball Ln,44.049042,-123.321678
Stand by Me,325 Fisher St (Gordie's House),44.393963,-122.988510
Stand by Me,380 South San Rafael Ave,34.137409,-118.170143
Stand by Me,419 N Main St,44.394600,-122.984718
Stand by Me,Baptist Cemetery,44.419308,-123.017014
Stand by Me,Brownsville,44.393372,-122.986450
Stand by Me,Cottage Grove,43.797272,-123.059067
Stand by Me,Eagle Mountain Ln,41.016029,-121.615044
Stand by Me,Eagle Mountain Ln (The bridge scene),41.014889,-121.618507
Stand by Me,Eugene,44.052151,-123.091187
Stand by Me,Franklin,41.917961,-89.328629
Stand by Me,Franklin Rd & Territorial Hwy,44.156311,-123.307816
Stand by Me,Gooseline Railroad,43.797272,-123.059067
Stand by Me,Holloway Heights,44.394100,-122.985001
Stand by Me,Houston Rd,44.046970,-123.330460
Stand by Me,McCloud River Railroad,41.248562,-122.137512
Stand by Me,N Main St,44.393929,-122.984444
Stand by Me,N Main St & Park Ave,44.393486,-122.984459
Stand by Me,Row River Trail,43.791889,-122.972862
Stand by Me,Royal Ave,44.070015,-123.177193
Stand by Me,School Ave,44.396919,-122.982468
Stand by Me,Veneta,44.048870,-123.351532
Stand by Me,Yreka Western Railroad,41.731937,-122.637054
Rush,Blackbushe Airport,51.322674,-0.839728
Rush,Brands Hatch,51.358559,0.254124
Rush,Cadwell Park,53.311028,-0.061954
Rush,Cologne,50.947777,6.928089
Rush,Donington Park Circuit,52.830120,-1.379597
Rush,Easton Neston House,52.137280,-0.975975
Rush,Evolution,51.332672,-0.766168
Rush,Longcross Studios,51.383083,-0.594534
Rush,Louth,53.365990,-0.008268
Rush,Norfolk,52.739273,0.836775
Rush,Nürburgring,50.334103,6.942698
Rush,Singerstraße,48.207233,16.373837
Rush,Vienna,48.220600,16.344688
Network,Andover,42.647144,-71.175667
Network,Boston,42.357029,-71.067787
Network,Cambridge,42.373249,-71.114182
Network,Citizen Smith (Closed),34.099819,-118.329453
Network,Dorney Lake,51.493641,-0.663733
Network,"Downtown, Los Angeles",34.042156,-118.249893
Network,Exchange LA,34.045319,-118.251411
Network,Glendale,34.141129,-118.259964
Network,Greystone Park & Mansion,34.092236,-118.401405
Network,Henley-on-Thames,51.535564,-0.903714
Network,Johns Hopkins University,39.326305,-76.621353
Network,Medford,42.417706,-71.107628
Network,Pasadena Masonic Temple,34.142395,-118.142677
Network,Pasadena Museum of History,34.149281,-118.161041
Network,Phillips Academy,42.647163,-71.132378
Network,Santa Monica Bay Woman's Club,34.018631,-118.498253
Network,Somerville,42.387066,-71.103661
Network,University of Southern California,34.022335,-118.285210
Network,Wheelock College,42.342152,-71.106194
Network,Wilshire Ebell Theatre,34.060627,-118.325058
Into the Wild,Anchorage,61.216579,-149.899597
Into the Wild,Anza-Borrego Desert State Park,33.100662,-116.301636
Into the Wild,Astoria,46.189091,-123.834709
Into the Wild,Atlanta,33.748997,-84.387985
Into the Wild,Beaverton,45.486599,-122.795609
Into the Wild,Black Hills Wild Horse Sanctuary,43.312389,-103.606674
Into the Wild,Boulder City,35.972809,-114.838097
Into the Wild,Bullhead City,35.133949,-114.531906
Into the Wild,Cantwell,63.389797,-148.941269
Into the Wild,Cape Disappointment,46.289894,-124.061607
Into the Wild,Carthage,44.170811,-97.717453
Into the Wild,Copper River,60.388844,-144.972931
Into the Wild,Denali National Park and Preserve,63.114689,-151.193222
Into the Wild,El Centro,32.792053,-115.567032
Into the Wild,El Golfo de Santa Clara,31.679489,-114.491287
Into the Wild,Emory University,33.797005,-84.322281
Into the Wild,Fairbanks,64.837669,-147.716248
Into the Wild,George Fox University,45.303436,-122.967232
Into the Wild,"Grand Canyon National Park, Arizona, USA",36.053970,-112.293694
Into the Wild,Healy,63.988491,-144.696640
Into the Wild,Hoover Dam,36.016033,-114.738312
Into the Wild,Hot Springs,43.432076,-103.482544
Into the Wild,Kingman,35.188126,-114.060379
Into the Wild,Lake Mead,36.145969,-114.429123
Into the Wild,Lake Tahoe,39.090183,-120.065796
Into the Wild,Las Vegas,36.163105,-115.167839
Into the Wild,Laughlin,35.118542,-114.731529
Into the Wild,Lee's Ferry,36.864792,-111.587639
Into the Wild,Longview Fibre Paper and Packaging,46.102100,-122.920662
Into the Wild,Los Algodones,32.712730,-114.736015
Into the Wild,Los Angeles,34.052235,-118.243683
Into the Wild,Mt Hood,45.538540,-121.569756
Into the Wild,Needles,34.848450,-114.613998
Into the Wild,Niland,33.240211,-115.512650
Into the Wild,Orick,41.285755,-124.093826
Into the Wild,Page,36.914360,-111.457619
Into the Wild,Palm Springs,33.830299,-116.546837
Into the Wild,Parker,34.150311,-114.289162
Into the Wild,Peach Springs,35.529110,-113.425179
Into the Wild,Portland,45.512230,-122.658722
Into the Wild,Reed College,45.481602,-122.631195
Into the Wild,Reno,39.526901,-119.813278
Into the Wild,Salton City,33.298454,-115.958580
Into the Wild,Salton Sea,33.339893,-115.890305
Into the Wild,Salvation Mountain,33.254124,-115.472717
Into the Wild,Santa Catalina Island,33.380829,-118.425880
Into the Wild,Seattle,47.603230,-122.330276
Into the Wild,Sisters,44.291328,-121.553848
Into the Wild,Slab City,33.258335,-115.462845
Into the Wild,Topock,34.771637,-114.494247
Into the Wild,Winner,43.375641,-99.860954
Into the Wild,Yuma,32.693069,-114.629227
Before Sunset,75 Cour de l'Étoile d'Or (Céline's Apartment),48.853004,2.370931
Before Sunset,Coulée Verte René-Dumont,48.849339,2.371740
Before Sunset,Le Pure Café,48.853249,2.383450
Before Sunset,Pont Neuf,48.858624,2.342245
Before Sunset,Quai de la Tournelle,48.849651,2.355590
Before Sunset,Quai Henri-IV,48.851238,2.361440
Before Sunset,Rue Saint Julien le Pauvre,48.852230,2.346890
Before Sunset,Seine River,48.950569,2.301460
Before Sunset,Shakespeare & Company,48.852562,2.347085
The Wizard of Oz,Sony Pictures Studios,34.017555,-118.402046
The Wizard of Oz,Stage 14,34.016342,-118.402534
The Wizard of Oz,Stage 15,34.017082,-118.402206
The Wizard of Oz,Stage 25,34.017914,-118.402924
The Wizard of Oz,Stage 26,34.017662,-118.403160
The Wizard of Oz,Stage 27,34.017433,-118.402931
The Wizard of Oz,Stage 28,34.017445,-118.403954
The Wizard of Oz,Stage 29,34.017200,-118.404167
Groundhog Day,Algonquin,42.161232,-88.301865
Groundhog Day,Cary,42.212715,-88.250229
Groundhog Day,Old Courthouse Arts Center,42.314861,-88.448463
Groundhog Day,Pittsburgh,40.438808,-80.009178
Groundhog Day,Rockford,42.269669,-89.100105
Groundhog Day,The Cherry Tree Inn Bed & Breakfast,42.309727,-88.444756
Groundhog Day,Universal Studios Hollywood,34.137508,-118.353516
Groundhog Day,Waukegan,42.364159,-87.877808
Groundhog Day,Wayne's Lanes,42.316605,-88.446289
Groundhog Day,Woodstock,42.314404,-88.451050
Groundhog Day,Woodstock Opera House,42.314034,-88.447830
Groundhog Day,Woodstock Square Historic District,42.314743,-88.447456
The Best Years of Our Lives,203 8th Ave (The Callaghan's house),41.810440,-87.865242
The Best Years of Our Lives,3017 W. Logan Blvd (Lucy's apartment),41.927742,-87.703178
The Best Years of Our Lives,5545 W. Pensacola Avenue,41.959225,-87.766647
The Best Years of Our Lives,Chicago,41.871876,-87.662384
The Best Years of Our Lives,Emmanuel Episcopal Church of LaGrange,41.810127,-87.874016
The Best Years of Our Lives,La Grange,41.806477,-87.879875
The Best Years of Our Lives,Lady of Mount Carmel Church,41.940098,-87.647186
The Best Years of Our Lives,Lake Point Tower,41.891670,-87.613747
The Best Years of Our Lives,Madison & Wabash,41.882118,-87.626465
The Best Years of Our Lives,Portage Park,41.953979,-87.769089
The Best Years of Our Lives,W Logan Blvd,41.928688,-87.697670
The Exorcist,Atlanta,33.756168,-84.424881
The Exorcist,Santo Domingo,18.483877,-69.952843
The Exorcist,Savannah,32.076244,-81.161713
To Be or Not to Be,2234 21st St,40.779869,-73.918114
To Be or Not to Be,Argyle Rd & Ditmas Ave,40.636276,-73.965454
To Be or Not to Be,Astoria,40.766987,-73.929199
To Be or Not to Be,Faraway Farm Alpacas,41.255577,-73.822617
To Be or Not to Be,New York City,40.728664,-74.013985
To Be or Not to Be,Yonkers City Hall,40.932083,-73.897942
Pirates of the Caribbean: The Curse of the Black Pearl,Bequia,13.011807,-61.230576
Pirates of the Caribbean: The Curse of the Black Pearl,Kingstown,13.157519,-61.226727
Pirates of the Caribbean: The Curse of the Black Pearl,Long Beach,33.770878,-118.196281
Pirates of the Caribbean: The Curse of the Black Pearl,Marineland of the Pacific (closed),33.736328,-118.398079
Pirates of the Caribbean: The Curse of the Black Pearl,Samana,19.203831,-69.339760
Pirates of the Caribbean: The Curse of the Black Pearl,Universal Studios,34.138096,-118.353401
Pirates of the Caribbean: The Curse of the Black Pearl,Wallilabou Bay,13.246686,-61.271439
Pirates of the Caribbean: The Curse of the Black Pearl,Walt Disney Studios,34.156734,-118.325157
Hachi: A Dog's Tale,1 Depot Square (Train Station),42.003708,-71.513245
Hachi: A Dog's Tale,Bristol,41.677685,-71.267921
Hachi: A Dog's Tale,Providence Performing Arts Cente,41.821209,-71.412338
Hachi: A Dog's Tale,University of Rhode Island,41.486031,-71.530937
Hachi: A Dog's Tale,Woonsocket,42.003231,-71.515495
My Father and My Son,Ayvalik,39.330242,26.699827
My Father and My Son,Balikesir,39.653133,27.888208
My Father and My Son,Izmir,38.425125,27.141151
My Father and My Son,Seferihisar,38.197495,26.835630
Amores Perros,Ciudad de México,19.430801,-99.139870
Amores Perros,Colonia Condesa,19.414833,-99.178032
Amores Perros,Lomas de Chapultepec,19.424629,-99.214424
Rebecca,Cranborne Manor,50.918472,-1.925881
Rebecca,Hartland Quay,50.994770,-4.535138
Rebecca,Hatfield House,51.760597,-0.209274
Rebecca,Hotel de Paris Monte-Carlo,43.738762,7.426936
Rebecca,Le Jardin Exotique,43.728279,7.361191
Rebecca,Waddesdon Manor,51.842216,-0.937512
The Handmaiden,Dong-ah Institute of Media and Arts,37.059692,127.356674
The Handmaiden,Goheung,34.602795,127.293388
The Handmaiden,Nagoya,35.156940,136.913055
The Handmaiden,Pyeongchang,37.469910,128.487183
The 400 Blows,Avenue Frochot,48.881474,2.338103
The 400 Blows,Eiffel Tower,48.858295,2.294367
The 400 Blows,Honfleur,49.421062,0.228976
The 400 Blows,Montmartre,48.886997,2.337052
The 400 Blows,Palais de Chaillot,48.862347,2.288057
The 400 Blows,Paris,48.859516,2.320622
The 400 Blows,Pigalle,48.882362,2.337439
The 400 Blows,Rue Fontaine,48.882107,2.333864
The 400 Blows,Sacré Coeur,48.887081,2.341062
The Sound of Music,Basilika St. Michael,47.856068,13.351122
The Sound of Music,Bischofshofen,47.417480,13.218720
The Sound of Music,Felsenreitschule,47.797707,13.041939
The Sound of Music,Hohenwerfen Castle (Erlebnisburg Hohenwerfen),47.482925,13.188894
The Sound of Music,Mirabellgarten,47.804558,13.042259
The Sound of Music,Mondsee,47.819813,13.378529
The Sound of Music,Mozartsteg,47.799831,13.048854
The Sound of Music,Residenzplatz,47.798248,13.045910
The Sound of Music,Salzburg Residence,47.798298,13.044985
The Sound of Music,Schloss Frohnburg,47.777290,13.061001
The Sound of Music,Schloss Fuschl,47.808609,13.255334
The Sound of Music,Schloss Hellbrunn,47.762138,13.060256
The Sound of Music,St. Gilgen,47.767040,13.364060
The Sound of Music,"Stage 15, 20th Century Fox Studios",34.050133,-118.411873
The Sound of Music,"Stage 8, 20th Century Fox Studios",34.053562,-118.414711
The Sound of Music,Stift Nonnberg,47.796062,13.050797
The Sound of Music,Werfen,47.475880,13.189970
The Sound of Music,Wolfgangsee,47.749912,13.396059
It Happened One Night,Columbia/Sunset Gower Studios,34.096504,-118.321495
It Happened One Night,Franklin Canyon Reservoir,34.098770,-118.412636
It Happened One Night,Santa Anita Ave,34.103096,-118.029907
It Happened One Night,Sunland,34.260338,-118.316040
Persona,Beykoz,41.124828,29.102177
Persona,Beyoglu,41.034359,28.979179
Persona,Golyazi,40.178501,28.681356
Persona,Jurnal Sokak,41.029510,28.973961
Life of Brian,131 East 19th St (Beck’s House),40.736965,-73.985931
Life of Brian,1575 York Ave (Logos Bookstore),40.774460,-73.948509
Life of Brian,1814 N Vermont Ave (Skylight Books),34.104019,-118.291679
Life of Brian,1830 Winona Blvd (Joe’s Apartment - Season 2),34.104527,-118.302032
Life of Brian,308 E 139th St (Joe and Paco's Apartment),40.810753,-73.925194
Life of Brian,3122 Nichols Canyon Rd (Forty's house),34.127316,-118.363297
Life of Brian,4655 Kingswell Ave,34.102814,-118.291496
Life of Brian,621 South Mccadden Pl (Henderson’s House),34.064247,-118.337631
Life of Brian,661 Imperial St,34.036133,-118.231834
Life of Brian,892 W Kensington Rd (Amy’s House),34.073059,-118.253738
Life of Brian,Chakra,40.753887,-73.949539
Life of Brian,Greenpoint Av Subway Station,40.730141,-73.954094
Life of Brian,Hansol Farm,40.776989,-73.946136
Life of Brian,Juanita's III,34.078114,-117.630249
Life of Brian,Life Storage - Los Angeles,34.052658,-118.230797
Life of Brian,London,51.511879,-0.163911
Life of Brian,Long Island City,40.745045,-73.951584
Life of Brian,Los Feliz Theater,34.104347,-118.291550
Life of Brian,New York City,40.706924,-74.041634
Life of Brian,Nyack,41.093079,-73.928047
Life of Brian,Silvercup Studios East,40.736340,-73.939018
The Help,18 Rue des Trois Frères (Amelie's home),48.885056,2.339913
The Help,18 Rue Lepic,48.884815,2.333916
The Help,3 Allée Chevillard (Amélie's father's home),48.981026,2.277369
The Help,Acqueduc de la Vanne,48.780617,2.335938
The Help,Animathèque d'Eaubonne,48.990097,2.272684
The Help,Au Marché de la Butte,48.885651,2.338326
The Help,Basilique du Sacré-Coeur,48.886654,2.342562
The Help,Café des Deux Moulins,48.884876,2.333554
The Help,Canal Saint-Martin,48.868397,2.366716
The Help,Cathédrale Notre-Dame de Paris,48.852982,2.349671
The Help,Cologne,50.939106,6.949336
The Help,Conduite de l'aqueduc romain de Lutèce,48.824379,2.337916
The Help,Enghien-les-Bains,48.970497,2.296896
The Help,Gare d'Ermont - Eaubonne,48.980370,2.271090
The Help,Gare de l'Est,48.876751,2.358909
The Help,Gare du Nord,48.881783,2.357416
The Help,L'Escalier,48.890167,2.338878
The Help,Lamarck-Caulaincourt,48.889526,2.338000
The Help,Le Verre à Pied,48.840252,2.349547
The Help,MMC Studios Köln GmbH,50.987385,6.892426
The Help,Montmartre,48.886009,2.336627
The Help,Paris Gare de Lyon,48.843979,2.373381
The Help,Pont des Arts,48.858719,2.336985
The Help,Porte des Lilas,48.876751,2.406584
The Help,Radio Ciné Rire,48.846603,2.369213
The Help,Rue Ernest Roche,48.895451,2.319770
The Help,Rue Mouffetard,48.842186,2.349695
The Help,Rue Pierre Brossollette,48.986080,2.274872
The Help,Rue Saint-Vincent,48.888393,2.340400
The Help,Tchiki Boom,48.882996,2.335760
Aladdin,Longcross Studios,51.383247,-0.593840
Aladdin,Petra,30.328331,35.440582
Aladdin,Wadi Rum,29.573795,35.420444
Gandhi,Bangalore,12.971599,77.594566
Gandhi,IIM Campus,12.895615,77.600349
Gandhi,Indira Gandhi International Airport,28.554939,77.086945
Gandhi,Madh Island,19.135000,72.793442
Gandhi,Mall Road,31.103889,77.175743
Gandhi,Mumbai,19.076090,72.877426
Gandhi,Noida,28.535517,77.391029
Gandhi,Pangong Tso,33.821751,78.442719
Gandhi,Woodville Palace Hotel,31.091440,77.177757
Dances with Wolves,Badlands National Park,43.858334,-102.344559
Dances with Wolves,Belle Fourche River,44.434669,-102.303429
Dances with Wolves,Black Hills,44.001938,-103.953537
Dances with Wolves,Fort Pierre,44.364498,-100.381111
Dances with Wolves,Interior,43.726963,-101.986191
Dances with Wolves,Jackson Hole,43.472897,-110.783020
Dances with Wolves,Pierre,44.376568,-100.339226
Dances with Wolves,Rapid City,44.079372,-103.238991
Dances with Wolves,Sage Creek Wilderness Area,43.879063,-102.351288
Dances with Wolves,Spearfish,44.491245,-103.868950
Dances with Wolves,Triple U Enterprises,44.581444,-100.814903
